8040,19697,489557,00:00.0,00:00.0,2,COMMERCE DRUG
2101,5124,489859,00:00.0,00:00.0,2,AYERST LABS
4480,3703,489867,00:00.0,NULL,1,LABORATOIRE LAL
4157,19879,489891,00:00.0,00:00.0,1,RHONE-POULENC
4265,22206,489948,00:00.0,00:00.0,1,PROF DISPOSABLE
4265,7216,489964,00:00.0,00:00.0,2,PROF DISPOSABLE
9167,22326,489972,00:00.0,00:00.0,1,PROF DISPOSABLE
4265,7225,490008,00:00.0,00:00.0,2,PROF DISPOSABLE
4265,7218,490024,00:00.0,00:00.0,1,PROF DISPOSABLE
5017,13929,490067,00:00.0,00:00.0,1,LES LABS VACHON
5502,14927,490083,00:00.0,00:00.0,2,LES LABS VACHON
1681,50046,490156,00:00.0,00:00.0,1,VALEANT CANADA
607,13121,490318,00:00.0,00:00.0,1,NATURATEC(1979)
3767,8454,490326,00:00.0,00:00.0,1,NATURATEC(1979)
591,1382,490334,00:00.0,00:00.0,2,NATURATEC(1979)
3767,8454,490342,00:00.0,00:00.0,2,NATURATEC(1979)
3767,14178,490350,00:00.0,00:00.0,1,NATURATEC(1979)
1326,3009,490490,00:00.0,00:00.0,2,EVEREST PHARM.
4505,11640,490571,00:00.0,00:00.0,3,EVEREST PHARM.
994,2151,490725,00:00.0,00:00.0,3,EVEREST PHARM.
1820,4376,490814,00:00.0,00:00.0,13,EVEREST PHARM.
743,1652,490997,00:00.0,00:00.0,4,PHARMETICS (201
580,15799,491004,00:00.0,00:00.0,4,PHARMETICS (201
10254,126,491179,00:00.0,00:00.0,1,PURDUE FREDERIC
1169,2717,491217,00:00.0,00:00.0,1,CHURCH & DWIGHT
994,2149,491241,00:00.0,00:00.0,1,LE NATURISTE JM
994,2143,491268,00:00.0,00:00.0,1,LE NATURISTE JM
2296,5477,491276,00:00.0,00:00.0,1,ALCON CANADA IN
994,2134,491322,00:00.0,00:00.0,1,GIBSON SHORE
4218,45796,491500,00:00.0,00:00.0,3,AVENTIS PASTEUR
2152,21288,491551,00:00.0,00:00.0,1,EVEREST PHARM.
651,1491,491586,00:00.0,00:00.0,1,LABORATOIRE LAL
4997,14121,491594,00:00.0,00:00.0,1,LABORATOIRE LAL
586,1367,491616,00:00.0,00:00.0,1,LABORATOIRE LAL
1095,15268,491640,00:00.0,00:00.0,1,SUPERCO ENRG
1095,2508,491659,00:00.0,00:00.0,1,SUPERCO ENRG
4997,14121,491683,00:00.0,00:00.0,2,SUPERCO ENRG
2833,6602,491764,00:00.0,00:00.0,2,WINTHROP LAB
3726,8357,491772,00:00.0,00:00.0,1,SYNTEX INC
3769,8467,492353,00:00.0,00:00.0,1,SHAKLEE CANADA
4251,7151,492418,00:00.0,00:00.0,1,SCHUCO DIV AMER
5738,15076,492426,00:00.0,00:00.0,1,HILARY'S DIST
3810,8563,492434,00:00.0,00:00.0,3,RW PACKAGING
5610,14754,492442,00:00.0,00:00.0,1,MEDICIS CANADA
3767,14178,492450,00:00.0,00:00.0,1,PRODUITS GERBEX
5803,15130,492469,00:00.0,00:00.0,1,ANABOLIC LABS
967,2064,492477,00:00.0,00:00.0,1,ANABOLIC LABS
994,2143,492752,00:00.0,00:00.0,2,CLARK LABS LTD
4948,43747,492930,00:00.0,00:00.0,10,KRIPPS PHARMACY
1037,15665,492949,00:00.0,00:00.0,1,KRIPPS PHARMACY
118,360,492957,00:00.0,00:00.0,2,SANDS PHARM
118,362,492965,00:00.0,00:00.0,2,SANDS PHARM
239,680,493082,00:00.0,00:00.0,2,"ROBINS,A.H. CA"
5177,17997,493309,00:00.0,00:00.0,1,CARTER PRODUCTS
5649,14582,493317,00:00.0,00:00.0,1,COMMERCE DRUG
2564,1155,493325,00:00.0,00:00.0,2,RICHARDSON-VICK
2468,5800,493333,00:00.0,00:00.0,2,RORER CANADA
4125,64336,493392,00:00.0,NULL,1,MYLAN PHARMACEU
15002,21922,493414,00:00.0,00:00.0,1,GERMIPHENE CORP
4304,9875,493422,00:00.0,00:00.0,1,GERMIPHENE CORP
1071,2424,493449,00:00.0,00:00.0,6,SWISS HERBAL
835,1821,493457,00:00.0,00:00.0,1,SWISS HERBAL
955,13788,493619,00:00.0,00:00.0,1,TROPHIC CANADA
1097,2516,493627,00:00.0,00:00.0,2,TROPHIC CANADA
5017,13929,493953,00:00.0,00:00.0,1,NATURATEC(1979)
1096,2511,493961,00:00.0,00:00.0,1,NATURATEC(1979)
5095,7204,494011,00:00.0,00:00.0,1,ACO PRODUCTS
967,2066,494062,00:00.0,00:00.0,2,AYERST LABS
4996,13856,494070,00:00.0,00:00.0,1,FREGA INC
1003,12008,494127,00:00.0,00:00.0,2,"ROBINS,A.H. CA"
1086,2489,494186,00:00.0,00:00.0,1,LAB NADEAU LTEE
1077,2460,494208,00:00.0,00:00.0,1,PRODUITS GERBEX
2892,6797,494240,00:00.0,00:00.0,3,LEDERLE
14840,1983,494704,00:00.0,00:00.0,1,HOSPIRA HEALTHC
5846,15270,494844,00:00.0,00:00.0,1,NATURATEC(1979)
958,2037,494852,00:00.0,00:00.0,5,NATURATEC(1979)
1005,2203,494860,00:00.0,00:00.0,8,NATURATEC(1979)
651,1491,494879,00:00.0,00:00.0,1,LABORATOIRE RIV
4148,9577,494909,00:00.0,00:00.0,2,WINTHROP LAB
1007,5424,494933,00:00.0,00:00.0,1,ALBI NATURALS
994,2148,494941,00:00.0,00:00.0,26,ALBI IMPORTS
2152,21351,494968,00:00.0,00:00.0,2,ALBI IMPORTS
4911,14037,494976,00:00.0,00:00.0,5,ALBI NATURALS
1071,2421,494992,00:00.0,00:00.0,4,ALBI NATURALS
743,1656,495018,00:00.0,00:00.0,12,ALBI NATURALS
13111,19496,495050,00:00.0,00:00.0,1,DIVERSEY LEVER
4216,9684,495069,00:00.0,00:00.0,2,INSTITUT ARMAND
3767,8454,495115,00:00.0,00:00.0,1,NATUR CANADA
1071,2427,495131,00:00.0,00:00.0,10,NUTRISTAR HLTH
3767,8454,495263,00:00.0,00:00.0,1,SANTE NATURELLE
3767,8454,495271,00:00.0,00:00.0,1,ALIMENTEX INC
3767,8454,495298,00:00.0,00:00.0,1,ALIMENTEX INC
3767,8454,495301,00:00.0,00:00.0,1,ALIMENTEX INC
5730,15061,495328,00:00.0,00:00.0,1,ALIMENTEX INC
1202,13391,495360,00:00.0,00:00.0,1,THERALAB INC
994,2152,495417,00:00.0,00:00.0,3,LABORATOIRE LAL
994,2152,495425,00:00.0,00:00.0,3,SUPERCO ENRG
5177,6191,495506,00:00.0,00:00.0,1,PEDI-PAK PROD
5122,13894,495522,00:00.0,00:00.0,1,ABBOTT LABS
4181,9628,495557,00:00.0,00:00.0,1,PARKE-DAVIS
2105,5141,495611,00:00.0,00:00.0,1,MERCK FROSST CA
617,1443,495697,00:00.0,00:00.0,1,ABBOTT LABS
5502,14927,495719,00:00.0,00:00.0,2,FREGA INC
561,1303,495751,00:00.0,00:00.0,2,GAHLER ENT. LTD
4997,13920,495972,00:00.0,00:00.0,2,VITALITY PROD
1062,11840,496146,00:00.0,00:00.0,10,JAMIESON LABORA
2888,6778,496219,00:00.0,00:00.0,3,K LINE PHARMS
1086,2279,496251,00:00.0,00:00.0,5,GAHLER ENT. LTD
1073,2441,496359,00:00.0,00:00.0,1,BEA PER CAPITA
1127,11842,496413,00:00.0,00:00.0,1,MARION MERR DOW
2101,5123,496480,00:00.0,NULL,1,TEVA CANADA LIM
2101,5125,496499,00:00.0,NULL,1,TEVA CANADA LIM
2101,5127,496502,00:00.0,NULL,1,TEVA CANADA LIM
1616,3772,496529,00:00.0,00:00.0,1,NOVOPHARM LTD
1616,13432,496537,00:00.0,00:00.0,1,NOVOPHARM LTD
1593,3691,496545,00:00.0,00:00.0,1,NOVOPHARM LTD
1593,3692,496553,00:00.0,00:00.0,1,NOVOPHARM LTD
468,45648,496642,00:00.0,00:00.0,1,SCHERING-PLOUGH
24347,51108,496685,00:00.0,00:00.0,1,JAMIESON LABORA
5152,13845,496707,00:00.0,00:00.0,1,QUEST VITAMIN
3660,8208,496723,00:00.0,NULL,1,PRO DOC LAB
1340,3046,496758,00:00.0,00:00.0,1,EVEREST PHARM.
3803,8548,496790,00:00.0,00:00.0,1,EVEREST PHARM.
958,2037,496812,00:00.0,00:00.0,37,EVEREST PHARM.
1004,2197,496839,00:00.0,00:00.0,45,EVEREST PHARM.
1004,2198,496847,00:00.0,00:00.0,61,EVEREST PHARM.
1007,5424,496855,00:00.0,00:00.0,2,EVEREST PHARM.
967,2068,496871,00:00.0,00:00.0,3,GAHLER ENT. LTD
1169,2717,497037,00:00.0,00:00.0,3,RPR CANADA INC
37,110,497193,00:00.0,NULL,1,PFIZER CANADA
37,13082,497207,00:00.0,00:00.0,1,HOSPIRA HEALTHC
2004,21040,497223,00:00.0,00:00.0,1,HOSPIRA HEALTHC
2004,4820,497231,00:00.0,00:00.0,1,HOSPIRA HEALTHC
2004,4814,497258,00:00.0,00:00.0,1,HOSPIRA HEALTHC
2004,4815,497266,00:00.0,00:00.0,1,HOSPIRA HEALTHC
585,1354,497274,00:00.0,00:00.0,1,HOSPIRA HEALTHC
1721,11888,497282,00:00.0,00:00.0,1,HOSPIRA HEALTHC
1721,11889,497290,00:00.0,00:00.0,1,HOSPIRA HEALTHC
1878,4526,497304,00:00.0,00:00.0,1,PFIZER CANADA
1445,11851,497312,00:00.0,00:00.0,1,PFIZER CANADA
1694,11880,497347,00:00.0,00:00.0,1,ABBOTT LABS
1694,4063,497355,00:00.0,00:00.0,1,ABBOTT LABS
1694,4064,497363,00:00.0,00:00.0,1,ABBOTT LABS
1447,3281,497398,00:00.0,NULL,1,PFIZER CANADA
1687,21038,497436,00:00.0,00:00.0,1,HOSPIRA HEALTHC
1687,4038,497444,00:00.0,00:00.0,1,HOSPIRA HEALTHC
33243,59786,497452,00:00.0,00:00.0,1,HOSPIRA HEALTHC
33243,59795,497460,00:00.0,00:00.0,1,HOSPIRA HEALTHC
33243,59803,497479,00:00.0,00:00.0,1,HOSPIRA HEALTHC
1560,11855,497487,00:00.0,00:00.0,2,HOSPIRA HEALTHC
1560,11854,497495,00:00.0,00:00.0,2,HOSPIRA HEALTHC
1622,11864,497509,00:00.0,00:00.0,1,ABBOTT LABS
1071,11841,497517,00:00.0,00:00.0,1,HOSPIRA HEALTHC
75,11818,497525,00:00.0,00:00.0,1,HOSPIRA HEALTHC
1053,11839,497533,00:00.0,00:00.0,1,HOSPIRA HEALTHC
1040,2302,497541,00:00.0,00:00.0,1,HOSPIRA HEALTHC
1040,2301,497568,00:00.0,00:00.0,2,HOSPIRA HEALTHC
1462,15314,497584,00:00.0,00:00.0,1,SCHERING-PLOUGH
1794,15842,497738,00:00.0,00:00.0,1,LAB FARLEY ENRG
1616,11863,497754,00:00.0,NULL,1,PRO DOC LAB
1616,3772,497762,00:00.0,NULL,1,PRO DOC LAB
1616,13432,497770,00:00.0,NULL,1,PRO DOC LAB
3031,7366,497797,00:00.0,00:00.0,1,ORTHO PHARM
2102,13495,497827,00:00.0,00:00.0,1,ASTRAZENECA CAN
3992,9144,497843,00:00.0,00:00.0,1,GLAXO CANADA
3767,8454,497878,00:00.0,00:00.0,1,LES LABS VACHON
1103,2541,497894,00:00.0,00:00.0,1,MERCK CANADA IN
1878,4528,498335,00:00.0,00:00.0,1,OMEGA LABORATOR
967,2070,498343,00:00.0,00:00.0,1,GOLDEN NUTRIT.
1073,2439,498769,00:00.0,00:00.0,1,ADAMS LABS LTD
1062,11840,498777,00:00.0,00:00.0,2,PENDOPHARM DIVI
4283,9825,498785,00:00.0,NULL,3,ICU MEDICAL CAN
4306,9879,498793,00:00.0,NULL,1,ICU MEDICAL CAN
4287,9829,498807,00:00.0,NULL,1,ICU MEDICAL CAN
5900,63741,498815,00:00.0,00:00.0,1,JAMIESON LABORA
4948,43747,498831,00:00.0,00:00.0,1,GAMME NATURE
921,1982,498866,00:00.0,00:00.0,7,BAXTER HEALTH
929,1993,498882,00:00.0,00:00.0,9,BAXTER HEALTH
3767,8454,498890,00:00.0,00:00.0,1,CARMARAN LTEE
1588,15693,498904,00:00.0,00:00.0,2,CARMARAN LTEE
5846,15270,498912,00:00.0,00:00.0,1,CARMARAN LTEE
1099,2533,498920,00:00.0,00:00.0,3,W T RAWLEIGH CO
4948,43746,498939,00:00.0,00:00.0,1,W T RAWLEIGH CO
651,1488,498947,00:00.0,00:00.0,1,W T RAWLEIGH CO
1004,2195,498955,00:00.0,00:00.0,20,W T RAWLEIGH CO
4102,9462,499013,00:00.0,00:00.0,1,ERFA CANADA
4102,9460,499021,00:00.0,00:00.0,1,PARKE-DAVIS
5095,7204,499382,00:00.0,00:00.0,2,ROUGIER PHARMA
427,967,499404,00:00.0,00:00.0,2,WHITEHALL LABS
4996,22049,499447,00:00.0,00:00.0,1,ROLMEX INC
2941,6881,499455,00:00.0,00:00.0,2,WHITEHALL LABS
1077,2460,499463,00:00.0,00:00.0,10,J L MATHIEU CIE
1077,2460,499471,00:00.0,00:00.0,10,J L MATHIEU CIE
2941,6883,499498,00:00.0,00:00.0,2,WHITEHALL LABS
5319,14771,499501,00:00.0,00:00.0,1,PRODUITS MARC-O
3736,11934,499544,00:00.0,00:00.0,2,RHONE-POULENC
1662,3976,499579,00:00.0,00:00.0,1,MCNEIL PHARM CA
4204,9668,499617,00:00.0,00:00.0,2,CUTTER MED&BIOL
4234,21065,499633,00:00.0,00:00.0,2,HOLLISTER-STIER
4234,21065,499641,00:00.0,00:00.0,2,HOLLISTER-STIER
4234,21065,499668,00:00.0,00:00.0,1,HOLLISTER-STIER
4234,21065,499676,00:00.0,00:00.0,2,HOLLISTER-STIER
2892,6797,499846,00:00.0,00:00.0,2,K LINE PHARMS
3803,8550,499927,00:00.0,00:00.0,10,EVEREST PHARM.
1004,2198,500286,00:00.0,00:00.0,43,WAMPOLE INC
1866,4473,500550,00:00.0,00:00.0,1,WHITEHALL LABS
1616,11863,500852,00:00.0,00:00.0,1,NOVOPHARM LTD
3902,8784,500879,00:00.0,00:00.0,1,BRISTOL LABS CA
2187,5306,500887,00:00.0,00:00.0,1,STIEFEL CANADA
4526,11966,500895,00:00.0,NULL,1,SANOFI-AVENTIS
995,13327,500909,00:00.0,00:00.0,1,LABORATOIRE LAL
2889,6784,501050,00:00.0,00:00.0,1,SCHERING-PLOUGH
2889,45306,501069,00:00.0,00:00.0,1,SCHERING-PLOUGH
2888,6776,501131,00:00.0,00:00.0,1,ORGANON CANADA
1290,22272,501174,00:00.0,00:00.0,1,BELLIS FRUIT
3770,8471,501190,00:00.0,00:00.0,1,ODAN LABS
494,1101,501425,00:00.0,00:00.0,3,PARKE-DAVIS
13111,15768,501476,00:00.0,00:00.0,1,INGRAM AND BELL
4260,9786,501581,00:00.0,00:00.0,1,POLYLAB
1095,2507,501603,00:00.0,00:00.0,1,CARTER-HORNER
5314,14683,501654,00:00.0,00:00.0,1,UPJOHN CO CA
1000,2188,501662,00:00.0,00:00.0,33,DOMINION PHARM
1095,2508,501670,00:00.0,00:00.0,2,DOMINION PHARM
1097,2516,501689,00:00.0,00:00.0,1,DOMINION PHARM
1080,2464,501700,00:00.0,00:00.0,1,DOMINION PHARM
1075,2451,501719,00:00.0,00:00.0,11,DOMINION PHARM
1071,2427,501727,00:00.0,00:00.0,10,DOMINION PHARM
4948,43642,501735,00:00.0,00:00.0,3,DOMINION PHARM
4948,43747,501743,00:00.0,00:00.0,10,DOMINION PHARM
1004,2200,501751,00:00.0,00:00.0,9,DOMINION PHARM
958,2037,501778,00:00.0,00:00.0,37,DOMINION PHARM
2557,5970,501832,00:00.0,00:00.0,1,LABORATOIRE LAL
3767,14178,501867,00:00.0,00:00.0,1,THUNA HERBAL
338,14526,501913,00:00.0,00:00.0,1,W T RAWLEIGH CO
549,1277,501972,00:00.0,00:00.0,1,ADRIA LABS CA
5692,15016,502006,00:00.0,00:00.0,1,FREGA INC
25,96,502014,00:00.0,00:00.0,2,RIKER CANADA
1002,2193,502057,00:00.0,00:00.0,1,DIET CENTRE CA
2867,7547,502197,00:00.0,00:00.0,1,SCHERING-PLOUGH
2867,7544,502200,00:00.0,00:00.0,1,SCHERING-PLOUGH
1130,2630,502251,00:00.0,00:00.0,5,HEALTHCO CANADA
8669,21026,502278,00:00.0,00:00.0,1,HEALTHCO CANADA
2711,6282,502642,00:00.0,00:00.0,1,DAWSON TRADERS
2470,5820,502669,00:00.0,00:00.0,1,STIEFEL CANADA
1053,2339,502758,00:00.0,00:00.0,7,SWISS HERBAL
1064,2391,502766,00:00.0,00:00.0,10,SWISS HERBAL
1073,2436,502774,00:00.0,00:00.0,3,SWISS HERBAL
761,15635,502782,00:00.0,00:00.0,7,SWISS HERBAL
8060,73718,502790,00:00.0,NULL,1,MERCK CANADA IN
2891,7591,502928,00:00.0,00:00.0,1,SQUIBB CANADA
5397,14749,502952,00:00.0,00:00.0,1,LABS NORDIC INC
743,1656,503010,00:00.0,00:00.0,17,WESTCAN PHARM
2220,5362,503037,00:00.0,00:00.0,7,D.C. LABS
1340,3046,503126,00:00.0,00:00.0,2,FLORA MANUFACTU
3294,7522,503134,00:00.0,00:00.0,1,GLAXOSMITHKLINE
14780,2013,503142,00:00.0,00:00.0,1,BAXTER CORP.
14780,2015,503150,00:00.0,00:00.0,1,BAXTER CORP.
743,1656,503169,00:00.0,00:00.0,12,VITA HEALTH PRD
4899,13891,503215,00:00.0,00:00.0,1,PARKE-DAVIS
4975,14068,503223,00:00.0,00:00.0,1,MEDINEX LTEE
8050,19729,503231,00:00.0,00:00.0,1,ROMA MARKETING
8050,19729,503258,00:00.0,00:00.0,1,ROMA MARKETING
3133,48805,503274,00:00.0,00:00.0,1,ROUGIER PHARMA
92,298,503320,00:00.0,00:00.0,1,SCHERING-PLOUGH
92,295,503339,00:00.0,00:00.0,1,SCHERING-PLOUGH
92,294,503347,00:00.0,NULL,1,MERCK CANADA IN
4036,9317,503363,00:00.0,00:00.0,1,SCHERING-PLOUGH
4036,13596,503371,00:00.0,00:00.0,1,SCHERING-PLOUGH
4036,9316,503398,00:00.0,00:00.0,1,SCHERING-PLOUGH
2749,6374,503401,00:00.0,00:00.0,1,ABBOTT LABS
39,138,503436,00:00.0,00:00.0,1,ERFA CANADA
1086,2489,503797,00:00.0,00:00.0,2,NEOLAB INC
2470,5822,503835,00:00.0,00:00.0,1,STIEFEL CANADA
743,1652,503894,00:00.0,00:00.0,1,LABS BIO-SANTE
22995,58813,503908,00:00.0,00:00.0,1,LABS BIO-SANTE
1004,2200,503916,00:00.0,00:00.0,3,LABS BIO-SANTE
1004,2198,503924,00:00.0,00:00.0,6,LABS BIO-SANTE
1004,2197,503932,00:00.0,00:00.0,5,LABS BIO-SANTE
1004,2195,503940,00:00.0,00:00.0,5,LABS BIO-SANTE
1096,2511,504068,00:00.0,00:00.0,1,LABS BIO-SANTE
2786,6443,504076,00:00.0,00:00.0,5,LABS BIO-SANTE
8699,21103,504084,00:00.0,00:00.0,1,LABS BIO-SANTE
4996,22049,504092,00:00.0,00:00.0,1,LABS BIO-SANTE
580,15798,504122,00:00.0,00:00.0,2,LABS BIO-SANTE
3767,14178,504157,00:00.0,00:00.0,1,LABS BIO-SANTE
18377,46712,504173,00:00.0,00:00.0,2,LABS BIO-SANTE
3031,13530,504203,00:00.0,00:00.0,1,ORTHO PHARM
5079,14040,504238,00:00.0,00:00.0,1,PARKE-DAVIS
2412,16826,504246,00:00.0,00:00.0,2,PARKE-DAVIS
2101,13494,504335,00:00.0,00:00.0,1,APOTEX INC
2889,6789,504416,00:00.0,00:00.0,1,SCHERING-PLOUGH
1626,3823,504424,00:00.0,00:00.0,1,SCHERING-PLOUGH
1626,3826,504459,00:00.0,00:00.0,1,SCHERING-PLOUGH
1066,2399,504483,00:00.0,00:00.0,1,KRIPPS PHARMACY
549,1261,504505,00:00.0,00:00.0,1,KRIPPS PHARMACY
610,1417,504513,00:00.0,00:00.0,2,KRIPPS PHARMACY
1084,2483,504548,00:00.0,00:00.0,1,JAMIESON LABORA
1056,2350,504556,00:00.0,00:00.0,1,ELI LILLY CAN
1058,2354,504572,00:00.0,00:00.0,1,ELI LILLY CAN
1097,2516,504599,00:00.0,00:00.0,3,JAMIESON LABORA
967,2067,504629,00:00.0,00:00.0,1,JAMIESON LABORA
8670,21029,504637,00:00.0,00:00.0,1,JAMIESON LABORA
8670,21028,504645,00:00.0,00:00.0,1,JAMIESON LABORA
4480,11594,504653,00:00.0,00:00.0,1,PHARMAVITE LABS
5424,14696,504696,00:00.0,00:00.0,1,VITALITY PROD
1893,4558,504742,00:00.0,00:00.0,1,BIOMED PHARMA
3767,14178,504823,00:00.0,00:00.0,1,BIOFORCE CANADA
3767,14178,504831,00:00.0,00:00.0,1,BIOFORCE CANADA
3767,14178,504858,00:00.0,00:00.0,1,BIOFORCE CANADA
3767,14178,504874,00:00.0,00:00.0,1,BIOFORCE CANADA
5279,14954,504920,00:00.0,00:00.0,1,GAHLER ENT. LTD
468,45734,504939,00:00.0,00:00.0,1,MENLEY JAMES
1002,2193,504955,00:00.0,00:00.0,1,TROPHIC CANADA
5420,14617,504971,00:00.0,00:00.0,1,ANABOLIC LABS
2908,6831,504998,00:00.0,00:00.0,1,ALCON CANADA IN
2908,6830,505005,00:00.0,NULL,1,ALCON CANADA IN
3389,7739,505021,00:00.0,00:00.0,1,ALCON CANADA IN
5469,14759,505099,00:00.0,00:00.0,1,HILARY'S DIST
979,2092,505145,00:00.0,00:00.0,1,QUEST VITAMIN
1053,13350,505188,00:00.0,00:00.0,1,QUEST VITAMIN
1053,13349,505196,00:00.0,00:00.0,1,QUEST VITAMIN
1071,2417,505226,00:00.0,00:00.0,1,QUEST VITAMIN
1068,13362,505242,00:00.0,00:00.0,2,QUEST VITAMIN
1066,13360,505250,00:00.0,00:00.0,1,QUEST VITAMIN
1064,2379,505269,00:00.0,00:00.0,2,QUEST VITAMIN
1073,13369,505277,00:00.0,00:00.0,1,QUEST VITAMIN
3717,8331,505293,00:00.0,00:00.0,1,ELI LILLY CAN
1004,2195,505382,00:00.0,00:00.0,20,MULTILAB INC
1004,2197,505390,00:00.0,00:00.0,45,MULTILAB INC
1004,2198,505404,00:00.0,00:00.0,61,MULTILAB INC
6461,13935,505447,00:00.0,00:00.0,1,STANLEY PHARM
5954,15457,505455,00:00.0,00:00.0,1,PRODUITS GERBEX
743,1656,505463,00:00.0,00:00.0,12,JAMIESON LABORA
1054,2347,505536,00:00.0,00:00.0,2,SAANICH PHARM
4258,15756,505625,00:00.0,00:00.0,1,SANI MARC INC
2220,5361,505722,00:00.0,00:00.0,1,TICAN PHARM
2220,5362,505730,00:00.0,00:00.0,1,TICAN PHARM
2471,5823,505749,00:00.0,00:00.0,1,TICAN PHARM
2465,5792,505757,00:00.0,00:00.0,1,TICAN PHARM
2557,15741,505765,00:00.0,00:00.0,1,TICAN PHARM
4579,13933,505773,00:00.0,NULL,1,CHURCH & DWIGHT
36168,14909,505781,00:00.0,NULL,1,MCNEIL CONSUMER
5177,6191,505862,00:00.0,00:00.0,2,FABERGE OF CA
5177,6192,505870,00:00.0,00:00.0,1,FABERGE OF CA
3413,7768,505897,00:00.0,00:00.0,2,LEEMING/PFIZER
1086,2489,505900,00:00.0,00:00.0,2,PRODUITS PHYTO
5767,15107,505919,00:00.0,00:00.0,1,HERBES UNIVERSE
4979,13859,505927,00:00.0,00:00.0,2,MERRELL PHARMS
2465,5789,505978,00:00.0,00:00.0,1,WHITEHALL LABS
4199,9651,505986,00:00.0,00:00.0,1,RHONE-POULENC
4814,13582,506001,00:00.0,00:00.0,1,LEO LABS CA
4814,13584,506028,00:00.0,00:00.0,1,LEO LABS CA
6457,13587,506036,00:00.0,00:00.0,1,LEO PHARMA INC
4813,13581,506044,00:00.0,00:00.0,1,LEO LABS CA
3723,8348,506052,00:00.0,NULL,1,APOTEX INC
584,13111,506125,00:00.0,00:00.0,1,THERAPEX
5665,14988,506141,00:00.0,00:00.0,1,THERAPEX
1186,2766,506346,00:00.0,00:00.0,1,MARION MERR DOW
1588,29297,506354,00:00.0,00:00.0,1,ROHA ARZNEIMITT
2091,5083,506362,00:00.0,00:00.0,2,BURROUGHS WELL
1100,13173,506370,00:00.0,00:00.0,2,GLAXOSMITHKLINE
37294,66897,506389,00:00.0,00:00.0,1,GLAXO WELLCOME
1004,2196,506451,00:00.0,00:00.0,23,VITA HEALTH PRD
2584,6040,506494,00:00.0,00:00.0,1,POLYLAB
33908,61204,506508,00:00.0,00:00.0,2,GAHLER ENT. LTD
1004,2196,506524,00:00.0,00:00.0,23,WESTCAN PHARM
1097,2516,506532,00:00.0,00:00.0,1,ALBI IMPORTS
14791,14906,506621,00:00.0,00:00.0,2,SUM-SPEC CANADA
1097,2516,506648,00:00.0,00:00.0,1,SUM-SPEC CANADA
4917,15793,506656,00:00.0,00:00.0,3,SUM-SPEC CANADA
1004,2197,506664,00:00.0,00:00.0,45,SUM-SPEC CANADA
955,13788,506672,00:00.0,00:00.0,1,SUM-SPEC CANADA
1086,2279,506680,00:00.0,00:00.0,2,SUM-SPEC CANADA
967,2068,506699,00:00.0,00:00.0,3,SUM-SPEC CANADA
994,2161,506702,00:00.0,00:00.0,6,SUM-SPEC CANADA
1000,2188,506710,00:00.0,00:00.0,3,SUM-SPEC CANADA
994,15650,506729,00:00.0,00:00.0,2,SUM-SPEC CANADA
3767,14178,506745,00:00.0,00:00.0,1,BIOFORCE CANADA
3767,14178,506826,00:00.0,00:00.0,1,BIOFORCE CANADA
5076,13876,506834,00:00.0,00:00.0,1,NUTRI-DYN
1097,2516,506842,00:00.0,00:00.0,1,VITAMINERALS
580,15799,506893,00:00.0,00:00.0,1,SWISS HERBAL
5740,15078,507210,00:00.0,00:00.0,4,CLAIROL DIV P&G
22796,48262,507245,00:00.0,00:00.0,1,B-M SQUIBB
4256,13250,507342,00:00.0,00:00.0,1,WYANT CHEMICAL
34156,14727,507407,00:00.0,00:00.0,2,LABORATOIRE ATL
13409,6176,507415,00:00.0,00:00.0,1,VALEO PHARMA
6137,16100,507431,00:00.0,00:00.0,1,"ROBINS,A.H. CA"
1516,7473,507490,00:00.0,00:00.0,1,BEUTLICH INC
1095,2281,507512,00:00.0,00:00.0,1,ALBI IMPORTS
760,1705,507555,00:00.0,00:00.0,1,IMS
757,1698,507563,00:00.0,00:00.0,1,IMS
744,1661,507571,00:00.0,00:00.0,1,IMS
754,1689,507598,00:00.0,00:00.0,1,IMS
1097,2516,507733,00:00.0,00:00.0,1,ADAMS LABS LTD
994,2143,507903,00:00.0,00:00.0,6,LABS NORDIC INC
994,2148,507911,00:00.0,00:00.0,3,LABS NORDIC INC
2564,1155,507954,00:00.0,00:00.0,1,THE MENTHOLATUM
1883,13477,507989,00:00.0,00:00.0,1,ABBOTT LABS
1080,2464,508446,00:00.0,00:00.0,2,CLARK LABS LTD
2716,6289,508500,00:00.0,00:00.0,1,NEOLAB INC
994,2161,508519,00:00.0,00:00.0,1,SWISS HERBAL
1097,2518,508527,00:00.0,00:00.0,1,SWISS HERBAL
5046,13907,508535,00:00.0,00:00.0,1,AMC LABS
1427,3224,508578,00:00.0,00:00.0,2,EVEREST PHARM.
2879,45267,508586,00:00.0,00:00.0,4,EVEREST PHARM.
4559,11754,508640,00:00.0,00:00.0,2,VITA HEALTH PRD
584,13111,508748,00:00.0,00:00.0,1,ALSI CIE LTEE
4297,7254,508969,00:00.0,00:00.0,1,XTTRIUM LABORAT
1053,2338,508977,00:00.0,00:00.0,9,WAMPOLE BRANDS
1077,2460,508985,00:00.0,00:00.0,2,ROLMEX INC
13409,6176,508993,00:00.0,00:00.0,2,AMWAY OF CANADA
2362,20063,509051,00:00.0,00:00.0,6,DRUG TRADING CO
